N Pedido;Nmero de parte;Fecha de pedido;Proveedor;Nombre del proveedor;Cant. del Pedido;Cantidad recibida;presupuesto pedido;presupuesto pendiente ;Estado Pedido;Descripcion del articulo
17298;2240000797;07-01-2023;76553613-8;PAUL HARTMANN CHILE SPA;1000;1000;$817.530;$0;Completado;APOSITO 9 X15 TRANSP. CON PAD
17299;2220001050;07-01-2023;76555831-K;DISTRIBUIDORA KAREM;500;500;$410.550;$0;Completado;AEROCAMARA
17300;3459016617;07-01-2023;76462810-1;COMERCIAL CMS MEDICAL CHILE LIMITADA;1;1;$797.300;$0;Completado;PROTESIS AUTOEXPANSIBLE ESOFAGICA
17301;2179545901;07-01-2023;96625950-7;TECNIKA S.A.;408;408;$3.592.848;$0;Completado;PELICULA POLIMERO PROTECTOR CUTANEO
17302;2250000725;07-01-2023;94544000-7;MEGALABS CHILE S.A.;9;9;$366.464;$0;Completado;MANGA PAPEL MED. 25X100 MT
17303;2250000767;07-01-2023;94544000-7;MEGALABS CHILE S.A.;10;10;$179.666;$0;Completado;MANGA PAPEL MED. 7.5X200 MT
17304;2257516590;09-01-2023;77316253-0;COMERCIAL GBG SPA;282;282;$600.688;$0;Completado;TELA ADH. PLASTICA 2X10  5 x 9.1 
17305;2250000275;09-01-2023;76592530-4;Flexing Chile SPA;1500;1500;$435.540;$0;Completado;GUANTE QUIR. ESTERIL N  7 1 2
17306;84931539;09-01-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;90;90;$267.750;$0;Completado;BAJADA CON TAPA VARIOLINE FRESEN
17307;50001002;09-01-2023;77014021-8;FRANCISCO JAVIER ;2520;0;$6.340.463;$6.340.463;Completado;ARCHIVADOR PALANCA OF LOMO ANCHO
17308;2144599684;09-01-2023;61608604-9;Hospital Clinico San Borja Arriarian;10;10;$964;$0;Completado;CARBONATO DE LITIO 300 MG
17309;2252250028;09-01-2023;93366000-1;COMERCIAL IBF LIMITADA;10;10;$7.339.920;$0;Completado;INJERTO PIEL SINTETICA 25 x 38
17310;3409690696;09-01-2023;96863710-K;Biomet Chile S.A.;7;7;$1.652.680;$0;Completado;STERILE TRAC 18.5 IMPLANTE TITANIO REF:15 7379X 12
17311;3409690695;09-01-2023;96863710-K;Biomet Chile S.A.;7;7;$1.652.680;$0;Completado;STERILE TRAC IMPLANTE TITANIO LONG REF15 7378X 12
17312;2410000791;09-01-2023;92288000-K;Drogueria Hofmann Ltda y Cia en CPA;16300;12800;$1.842.715;$395.675;Abierto;TUBO POLIPROP. 3.5 ML T L
17313;2220515033;09-01-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;6000;6000;$2.070.600;$0;Completado;CANULA INTRAVENA 22 GX1
17314;3479696168;09-01-2023;86821000-1;INMED DROGUERIA LIMITADA;200;200;$2.040.850;$0;Completado;CIRCUITO ASPIRACION CERRADO TUBO OROTRAQUEAL
17315;2410000520;09-01-2023;89752800-2;Distrib Art Med. Per;8;8;$201.272;$0;Completado;PAPEL PARAFILM 4X125
17316;2244210599;09-01-2023;76035740-5;PE SOLUCIONES INDUSTRIALES LTDA.;3;3;$189.210;$0;Completado;CONTROL INTERNO EST. AUTOCLAVE CICLO PRIONES
17317;2179992115;09-01-2023;76035740-5;PE SOLUCIONES INDUSTRIALES LTDA.;40;40;$2.998.800;$0;Completado;DETERGENTE  ENZIMATICO  NEUTRO 5 LTS.
17318;2410143500;09-01-2023;79722860-5;WINKLER LIMITADA;300;300;$124.950;$0;Completado;TORULA EN MEDIO DE TRANSPORTE CARY BLAIR PS
17319;2160230000;09-01-2023;91546000-3;LABORATORIO SANDERSON SA;1200;200;$299.880;$249.900;Abierto;AMINOFILINA 250 MG 10 ML
17320;2164867000;09-01-2023;91546000-3;LABORATORIO SANDERSON SA;1200;250;$514.080;$406.980;Abierto;PROPANOLOL 1 MG 1 ML
17321;2410143000;09-01-2023;79722860-5;WINKLER LIMITADA;1000;1000;$416.500;$0;Completado;TORULA EN MEDIO DE TRANSPORTE STUART PS
17323;2120000600;09-01-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;40;40;$238.000;$0;Completado;REMIFENTANYL 1 MG
17324;2224110280;09-01-2023;96533330-4;HEMISFERIO SUR S.A.;200;200;$3.808.000;$0;Completado;CATETER P MONITOREO ART. INVASIVO G20 X 80
17325;3476467450;09-01-2023;76290039-4;Seguridad FS Spa;12000;1000;$2.841.720;$2.604.910;Abierto;ESCUDO FACIAL  PARA CASQUETE VISOR 
17326;2257652352;09-01-2023;76352414-0;SCHONFELDT VIDAMEDICA SpA;4000;1260;$7.854.000;$5.379.990;Abierto;VENDA ENYESADA 15 CM
17327;2220001050;09-01-2023;76583857-6;IC GLOBAL CHILE SpA;8500;2100;$26.784.520;$20.167.168;Abierto;AEROCAMARA
17328;2246923590;09-01-2023;76583857-6;IC GLOBAL CHILE SpA;600;144;$1.278.060;$971.326;Abierto;CONTROL EST. AUTOCLAVE AUTOADH.
17329;3452365329;09-01-2023;79744580-0;Blunding S.A.;1000;1000;$3.094.000;$0;Completado;INMOVILIZADOR MANOS Y PIES SIMPLE  PARES 
17330;2250000814;09-01-2023;76592530-4;Flexing Chile SPA;6000;2280;$3.105.900;$1.925.658;Abierto;TELA ADH. MICROPORE 1X10 1535 1 CON DISP.
17331;3473470133;09-01-2023;77385180-8;SmartMedical Prod. y Servicios Medicos S;60;60;$2.134.860;$0;Completado;CANULA NASAL PARA KIT RESPICARE SE ENTREGA EN CONJ
17332;2449965116;09-01-2023;77700690-8;AMILAB ARTICULOS MEDICOS Y DE LABORATORIO LTDA;2250;480;$1.820.700;$1.432.284;Abierto;TUBO MEDIO THIOGLICOLATO
17333;2169007000;09-01-2023;91546000-3;LABORATORIO SANDERSON SA;600;350;$471.240;$196.350;Abierto;VERAPAMILO CLORH. 5 MG
17334;3474261000;09-01-2023;76131542-0;MEDCORP S.A.;15;15;$2.856.000;$0;Completado;CANISTER SELLADO 1000 CC Y CONECCION TUBO
17335;3474261500;09-01-2023;76131542-0;MEDCORP S.A.;20;20;$2.380.000;$0;Completado;CANISTER SELLADO 500 CC Y CONECCION TUBO
17336;2123700000;09-01-2023;91546000-3;LABORATORIO SANDERSON SA;1200;400;$371.280;$247.520;Abierto;MIDAZOLAM 15 MG  3 ML
17337;2220503033;09-01-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;8000;8000;$2.760.800;$0;Completado;CANULA INTRAVENA 18 GX1 1 4
17338;2250000034;09-01-2023;81210400-4;Reutter SA;10000;10000;$1.606.500;$0;Completado;APOSITO GASA 10X20 ESTERIL
17339;2164867000;10-01-2023;91546000-3;LABORATORIO SANDERSON SA;50;50;$18.148;$0;Completado;PROPANOLOL 1 MG 1 ML
17340;2140070002;10-01-2023;91575000-1;SOCOFAR S.A.;200;180;$75.684;$7.568;Abierto;BISOPROLOL 5 MG
17341;2139025150;10-01-2023;76669630-9;OPKO CHILE S.A.;62;62;$11.805;$0;Completado;FLUCONAZOL 150 MG CM
17342;2133150000;10-01-2023;91546000-3;LABORATORIO SANDERSON SA;100;100;$15.708;$0;Completado;GENTAMICINA 80 MG 2 ML
17343;2170000510;10-01-2023;96519830-K;BPH S.A.;15;15;$232.050;$0;Completado;LIDOCAINA 10  50 ML SPRAY
17344;2159515654;10-01-2023;88466300-8;Tecnofarma Chile;8010;8010;$4.003.398;$0;Completado;POLIETILENGLICOL POLVO 17 GR
17345;2520279000;10-01-2023;76830090-9;FARMACEUTICA CARIBEAN LTDA;20;20;$673.540;$0;Completado;LIDOCAINA 3  S VASOC.
17346;2259954121;10-01-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;56;56;$0;$0;Completado;BOLSA FOTOPROTECTORA NUTRICION
17346;2189991930;10-01-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;56;56;$2.284.419;$0;Completado;NP CENTRAL SKC 986 ML
17347;2259954121;10-01-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;64;64;$0;$0;Completado;BOLSA FOTOPROTECTORA NUTRICION
17347;2182941970;10-01-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;64;64;$3.026.598;$0;Completado;NP CENTRAL SKC 1970 ML
17348;2160925000;10-01-2023;91546000-3;LABORATORIO SANDERSON SA;200;200;$33.320;$0;Completado;CLORPROMAZINA CLORH. 25 MG 2 ML
17349;2142920000;10-01-2023;76956140-4;Ethon Pharmaceuticals Ltda.;3600;3600;$72.828;$0;Completado;FLUOXETINA 20 MG
17350;2166430000;10-01-2023;91546000-3;LABORATORIO SANDERSON SA;2300;1300;$1.680.518;$730.660;Abierto;ZINC SULFATO 0
17351;2162160022;10-01-2023;61608700-2;Cenabast;1000;1000;$10.779.020;$0;Completado;PROPOFOL 20 MG ML 100
17352;2123100000;10-01-2023;91546000-3;LABORATORIO SANDERSON SA;2400;1100;$2.656.080;$1.438.710;Abierto;KETAMINA CLORH. 500 MG 10 ML
17353;2121375000;10-01-2023;91546000-3;LABORATORIO SANDERSON SA;5000;2100;$714.000;$414.120;Abierto;DIAZEPAM 10 MG 2 ML
17354;2120000012;10-01-2023;91546000-3;LABORATORIO SANDERSON SA;4000;0;$1.842.120;$1.842.120;Abierto;LORAZEPAM 4 MG  2 ML EV
17355;3459995649;10-01-2023;96863710-K;Biomet Chile S.A.;10;10;$2.713.200;$0;Completado;ZIPTIGHT AC JOINT
17356;2136750000;10-01-2023;61608604-9;Hospital Clinico San Borja Arriarian;100;100;$14.300;$0;Completado;PIRAZINAMIDA 500 MG
17356;2137305000;10-01-2023;61608604-9;Hospital Clinico San Borja Arriarian;300;300;$71.400;$0;Completado;RIFAMPICINA 150 MG
17356;2131391201;10-01-2023;61608604-9;Hospital Clinico San Borja Arriarian;196;196;$26.442;$0;Completado;ETAMBUTOL 400 MG
17357;2620000004;10-01-2023;76328242-2;ASPEN Chile S.A;40;40;$661.402;$0;Completado;CISATRACURIO 20 MG
17358;2144599685;10-01-2023;76057555-0;FARMACIAS MANRIQUEZ;40;40;$3.980;$0;Completado;ALOPURINOL 300 MG
17359;2160000829;10-01-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;740;740;$1.717.170;$0;Completado;PROPOFOL 10 MG ML 20 ML
17360;120489997;10-01-2023;77180309-1;D CUADRADO SPA;350;350;$166.600;$0;Completado;PILA LITIO P DE 3 VOLT CR 2032 P GLUCOMETRO
17360;120000038;10-01-2023;77180309-1;D CUADRADO SPA;1700;1700;$758.625;$0;Completado;PILA DURACELL CHICA DOBLE A
17360;120000040;10-01-2023;77180309-1;D CUADRADO SPA;100;100;$154.700;$0;Completado;PILA DURACELL GRANDE D
17360;120001125;10-01-2023;77180309-1;D CUADRADO SPA;1000;1000;$446.250;$0;Completado;PILAS DURACELL TRIPLE A
17361;2240000056;10-01-2023;81210400-4;Reutter SA;1800;1800;$1.906.380;$0;Completado;APOSITO 10 X10 HIDROCOLOIDE
17362;2140000021;10-01-2023;91575000-1;SOCOFAR S.A.;3600;3600;$1.345.176;$0;Completado;ENALAPRIL 5 MG
17363;2410209000;10-01-2023;77899260-4;EQUIPOS E INSUMOS MEDICOS Y DE LABORATORIO NEW PAT...;6000;6000;$107.100;$0;Completado;CUBRE OBJ. 24X50 MM
17364;2130415000;10-01-2023;77337544-5;SCM PHARMA SPA;14400;1200;$2.022.048;$1.853.544;Abierto;AMPICILINA 500 MG IV E IM
17365;2140000029;10-01-2023;76070033-9;ARAMA NATURAL PRODUCTS DISTRIBUIDORA LIMITADA;36000;15500;$702.576;$400.078;Abierto;SERTRALINA 50 MG
17366;2257477010;10-01-2023;76592530-4;Flexing Chile SPA;7000;7000;$2.032.520;$0;Completado;GUANTE QUIR. ESTERIL N  6 1 2
17367;2229963996;10-01-2023;76167715-2;DETERCO SpA;6500;6500;$2.521.610;$0;Completado;LLAVE TRES PASO C ALARGADOR 10 CM
17368;2257478010;10-01-2023;76592530-4;Flexing Chile SPA;7500;7500;$2.177.700;$0;Completado;GUANTE QUIR. ESTERIL N  7
17369;2220000250;10-01-2023;76768780-K;NOVOSALUD SPA;600;0;$1.213.800;$1.213.800;Completado;FILTRO BACTERIANO HMEF   1000
17370;2220000250;10-01-2023;76768780-K;NOVOSALUD SPA;1000;1000;$2.023.000;$0;Completado;FILTRO BACTERIANO HMEF   1000
17371;90000619;10-01-2023;79744580-0;Blunding S.A.;25000;25000;$4.611.250;$0;Completado;PECHERA CON MANGA DESECHABLE
17372;3479696165;10-01-2023;86821000-1;INMED DROGUERIA LIMITADA;400;400;$360.808;$0;Completado;FILTRO ANTIVIRAL ANTIBACTERIANO
17373;3479696172;10-01-2023;86383300-0;MEDIPLEX S.A.;45;45;$1.713.600;$0;Completado;CANULA NASAL ALTO FLUJO AIRVO2 OPTIFLOW MED
17374;2246112453;10-01-2023;76137142-8;SOCIEDAD DISTRIBUIDORA Y COMERCIAL GLIOCORP S.A.;4;4;$1.787.380;$0;Completado;SELLANTE DURAMADRE COLUMNA
17375;3400000225;10-01-2023;92288000-K;Drogueria Hofmann Ltda y Cia en CPA;1200;1200;$1.842.120;$0;Completado;LAPIZ ELECTROBISTURI 
17376;2521670398;10-01-2023;76452510-8;GEXA CHILE S.A;50;15;$1.249.500;$874.650;Abierto;ARCO ERICH  
17377;2252696610;10-01-2023;77606220-0;SERVICIOS ASESORIAS Y SOLUCIONES FINANCIERAS;8000;8000;$1.132.880;$0;Completado;HISOPO GASA 
17378;2250000260;10-01-2023;76592530-4;Flexing Chile SPA;7000;7000;$2.032.520;$0;Completado;GUANTE QUIR. ESTERIL N  6
17379;2110000001;10-01-2023;79722860-5;WINKLER LIMITADA;20;20;$99.960;$0;Completado;ACETONA
17380;2162160006;10-01-2023;76328242-2;ASPEN Chile S.A;120;120;$331.010;$0;Completado;FONDAPARINUX SODICO 2 5 mg   0.5 ml inyectable
17381;2160000084;10-01-2023;76830090-9;FARMACEUTICA CARIBEAN LTDA;120;120;$1.237.648;$0;Completado;FENILEFRINA 10 MG 1 ML
17382;2138301001;10-01-2023;76642770-7;LABVITALIS S.A.;450;450;$1.729.665;$0;Completado;MEROPENEM 1 GR.
17383;2251574305;10-01-2023;78233420-4;Hospitalia Productos Medicos Ltda.;600;600;$6.640.200;$0;Completado;TELFA CLEAR 30.5 X 61 CM ESTERIL.
17384;2171051000;10-01-2023;96945670-2;Novofarma Service S.A.;30;30;$321.443;$0;Completado;FENOTEROL IPRATROPIUM SOL. NEB.
17385;2417055396;10-01-2023;91575000-1;SOCOFAR S.A.;1200;1200;$3.802.764;$0;Completado;TORULA DETECCION TRAZAS EN SUPERFICIE
17386;2410000389;11-01-2023;91575000-1;SOCOFAR S.A.;3600;3600;$1.846.404;$0;Completado;JERINGA BS 2 P P GASES SANGUINEOS 3 ML MC 0028
17387;29440106;11-01-2023;96625950-7;TECNIKA S.A.;16;0;$416.976;$416.976;Abierto;PACK ROPA ARTROSCOPIA DE RODILLA  DESECHABLE 
17388;2411500000;11-01-2023;89752800-2;Distrib Art Med. Per;20000;9000;$119.000;$65.450;Abierto;PUNTA AMARILLA C CORONA 0   200 MCL
17389;2240000095;11-01-2023;77316253-0;COMERCIAL GBG SPA;140;140;$1.758.463;$0;Completado;Adhesivo alta viscosidad p  cierre herid X 0.7 ML.
17390;3409690675;11-01-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;6;6;$4.105.500;$0;Completado;URETEROSCOPIO FLEXIBLE DESECHABLE
17391;29666909;11-01-2023;96625950-7;TECNIKA S.A.;84;84;$1.329.468;$0;Completado;PACK ROPA UNIVERSAL ESTERIL  DESECHABLE 
17392;2142140024;11-01-2023;61608604-9;Hospital Clinico San Borja Arriarian;27;0;$111.170;$111.170;Abierto;TRETINOINA 10 MG.
17393;3409690674;11-01-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;4;4;$642.600;$0;Completado;VAINA DE ACCESO URETRAL
17394;3409641251;11-01-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;10;10;$357.000;$0;Completado;CATETER URETERAL DOBLE J    6 FR. X 26
17395;3409035261;11-01-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;8;8;$380.800;$0;Completado;GUIA NITINOL 0.035x150 RECTA  HW 035150 
17396;3409212540;11-01-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;4;4;$190.400;$0;Completado;GUIA NITINOL 0.035 150 CURVA  HWA 035150 
17397;3409690677;11-01-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;4;4;$904.400;$0;Completado;CANASTILLA DE APERTURA FRONTAL
17398;3409690678;11-01-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;2;2;$392.700;$0;Completado;BALON DILATACION URETRAL
17399;3473470145;11-01-2023;86383300-0;MEDIPLEX S.A.;20;20;$863.940;$0;Completado;CIRCUITO BASE HUMIDIFICADORA RT380 V60  MR850 
17400;29666906;11-01-2023;76781234-5;SOLUCIONES MEDICAS SPA;200000;141600;$36.890.000;$10.771.880;Abierto;COMPRESA DE GASA NO ESTERIL 45 X 45 CMS
17401;3403400037;11-01-2023;77067168-K;FRIMED SPA;3;3;$4.962.300;$0;Completado;PROTESIS GORE TEX ANILLOS REMOVIBLES 6 MM X 70 CM 
17402;2410051000;11-01-2023;89752800-2;Distrib Art Med. Per;25000;12000;$155.295;$80.753;Abierto;CUBRE OBJ. 22X22 MM
17403;2240000306;11-01-2023;77237150-0;COMERCIAL KENDALL  CHILE  LTDA;576;576;$1.534.015;$0;Completado;POLIPROPILENO 6 0 DOBLE 3 8 13 17 45 ATRAUMATICA
17404;3479696132;11-01-2023;96625550-1;Andover Alianza Medica S.A.;20;20;$74.256;$0;Completado;CIRCUITO DESECHABLE VENT TRILOGY 100 EVO
17405;3479569030;11-01-2023;78060400-K;EXXIMMED 2000 SPA;60;60;$491.589;$0;Completado;CIRCUITO ANEST. AD.1.80MT.COMPLETO L L C M
17406;3473470018;11-01-2023;59106780-K;GLOBAL HEALTHCARE CHILE L.P.;50;50;$238.000;$0;Completado;CIRCUITO BIRRAMA DE VENTILACION MECANICA
17407;3476966833;11-01-2023;96625550-1;Andover Alianza Medica S.A.;40;40;$297.024;$0;Completado;CIRCUITO BIPAP DESECHABLE
17408;2220000850;11-01-2023;76215260-6;NEMO CHILE S.A.;60000;60000;$1.853.544;$0;Completado;TAPA ROJA
17409;2220510033;11-01-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;6000;6000;$2.070.600;$0;Completado;CANULA INTRAVENA 20 GX1 1 4
17410;2259993271;11-01-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;540;540;$3.084.480;$0;Completado;BAJADA INFUSION FOTOSENSIBLE
17411;2142140024;11-01-2023;76055804-4;INVERSIONES PHARMAVISAN SOCIEDAD ANONIMA;300;100;$1.358.742;$905.828;Abierto;TRETINOINA 10 MG.
17412;2250000002;11-01-2023;77606220-0;SERVICIOS ASESORIAS Y SOLUCIONES FINANCIERAS;5000;0;$981.750;$981.750;Abierto;GASA LARGA 5 X 20 3 PL X 1 ESTERIL ENV. MIXTO
17413;3479696170;11-01-2023;59106780-K;GLOBAL HEALTHCARE CHILE L.P.;100;100;$239.547;$0;Completado;FILTRO HUMIDIFICADOR PASIVO TRAQ.  REF 63 808 
17414;2244528522;11-01-2023;91575000-1;SOCOFAR S.A.;4300;4300;$153.510;$0;Completado;JERINGA DES. EST. 5 CC AG21GX1 5  EMBUTIDA 
17415;2170000024;11-01-2023;78233420-4;Hospitalia Productos Medicos Ltda.;600;600;$1.727.880;$0;Completado;Soluci n T pica Clorhexidina 2  100 ml frasco
17416;2249963976;11-01-2023;80447400-5;MUNNICH PHARMA MEDICAL LIMITADA;15000;15000;$5.247.900;$0;Completado;APOSITO 6 X7 TRANSP. 3 M TEGADERM 
17417;9009695075;11-01-2023;96884770-8;ITF LABOMED FARMACEUTICA LTDA.;12000;12000;$485.520;$0;Completado;PREGABALINA 75 MG
17418;9009695075;11-01-2023;76669630-9;OPKO CHILE S.A.;90000;20700;$2.731.050;$2.102.909;Abierto;PREGABALINA 75 MG
17419;2149257676;11-01-2023;76285229-2;Galenicum Health Chile SPA;300;0;$75.684;$75.684;Completado;VENLAFAXINA 75 MG
17420;2250001700;11-01-2023;96625950-7;TECNIKA S.A.;4000;4000;$2.284.800;$0;Completado;PA AL SABANILLA DES. AD.
17421;2220000061;11-01-2023;77783690-0;DOLPHIN MEDICAL SpA;400;400;$261.800;$0;Completado;CANULA YANKAUER AD.
17422;2223625000;11-01-2023;77356148-6;NEOMEDI SPA;5000;400;$2.540.650;$2.337.398;Abierto;SONDA FOLEY 2 VIAS C B 14 FR  SILKOLATEX 
17423;3400009119;11-01-2023;76705621-4;CEGASURGICAL SPA;5000;1560;$21.301.000;$14.655.088;Abierto;CORCHETERA PIEL
17424;2223549000;11-01-2023;76191389-1;SERVICIOS Y MAQUILA SERVICE LTDA.;5100;1140;$1.316.973;$1.022.591;Abierto;SONDA LEVIN DES. 14 FR 1 20
17425;10010536;11-01-2023;76759732-0;IMPORTADORA EDIMAR ALEXIS CARRERA HIDALG;100;0;$479.808;$479.808;Completado;LECHE SIN LACTOSA EN POLVO DESCREMADA BOLSA ALIMEN
17425;10000940;11-01-2023;76759732-0;IMPORTADORA EDIMAR ALEXIS CARRERA HIDALG;150;150;$362.891;$0;Completado;TE CAJAS X 100 BOLSITAS
17425;10000005;11-01-2023;76759732-0;IMPORTADORA EDIMAR ALEXIS CARRERA HIDALG;300;300;$566.559;$0;Completado;AZUCAR X 1 KL
17425;10000088;11-01-2023;76759732-0;IMPORTADORA EDIMAR ALEXIS CARRERA HIDALG;150;150;$206.168;$0;Completado;JUGO LIMON 500 C.C.
17425;10000044;11-01-2023;76759732-0;IMPORTADORA EDIMAR ALEXIS CARRERA HIDALG;50;50;$103.173;$0;Completado;GALLETAS AGUA S SAL X 24
17426;2144599681;11-01-2023;96884770-8;ITF LABOMED FARMACEUTICA LTDA.;680;596;$210.392;$25.990;Abierto;RIVAROXABAN 20MG CM
17427;9009095101;11-01-2023;96519830-K;BPH S.A.;48;12;$11.766.720;$8.825.040;Abierto;TIROFIBAN 12 5 MG 50 ML
17428;240000088;11-01-2023;76837282-9;BONES SPA;3;3;$374.850;$0;Completado;SILLA ERGONOMETRICA C BRAZO
17428;240000213;11-01-2023;76837282-9;BONES SPA;2;2;$155.980;$0;Completado;ESCRITORIO CON CAJONES
17429;2622620017;11-01-2023;96519830-K;BPH S.A.;900;75;$1.274.490;$1.168.283;Abierto;ERITROPOYETINA 4000 U.I.
17430;2139925014;11-01-2023;91871000-0;Laboratorios Silesia S.A.;3500;216;$1.915.900;$1.797.662;Abierto;RIFAXIMINA COMP. 200 MG
17431;3400009119;11-01-2023;76116604-2;Bluemedical S.A.;200;200;$761.600;$0;Completado;CORCHETERA PIEL
17432;2180000136;11-01-2023;91546000-3;LABORATORIO SANDERSON SA;300;300;$164.220;$0;Completado;GLUCOSA 5   250 ML
17433;2220000031;11-01-2023;96756540-7;B.BRAUN MEDICAL SpA;50;50;$354.025;$0;Completado;CANULA COLANGIOGRAFIA
17434;2226679675;11-01-2023;79744580-0;Blunding S.A.;1000;1000;$2.368.100;$0;Completado;SUJETADOR P SONDA FOLEY
17435;9009695093;11-01-2023;91871000-0;Laboratorios Silesia S.A.;12600;1050;$284.886;$261.146;Abierto;CARBAMAZEPINA 200 MG
17436;2622620019;11-01-2023;77807840-6;RECETARIO MAGISTRAL ENDOVENOSO S.A.;5;5;$89.250;$0;Completado;OMEGAVEN 10  100ML
17436;2622620018;11-01-2023;77807840-6;RECETARIO MAGISTRAL ENDOVENOSO S.A.;5;5;$499.800;$0;Completado;NPT MAGISTRAL 1001 A 3000 ML
17437;3479953224;11-01-2023;77342295-8;ALCO MEDICAL SPA;1500;1500;$1.517.250;$0;Completado;BOQUILLA ADULTO C CORREA DE SUJECION 24 MM DESECHA
17438;2176591020;12-01-2023;85025700-0;GLAXOSMITHKLINE FARMACEUTICA LTDA;100;100;$1.190.595;$0;Completado;SALBUTAMOL SOL. P NEB. 5 MG ML 20 ML
17439;26065162;12-01-2023;86132100-2;DEMARKA S.A.;12000;12000;$3.213.000;$0;Completado;BRAZALETE AD IDENTIFICACION  CAJA 6X200 
17440;96955015;12-01-2023;77606220-0;SERVICIOS ASESORIAS Y SOLUCIONES FINANCIERAS;20;20;$140.420;$0;Completado;CEPILLO LIMPIA LUMEN 15 FR
17441;96955018;12-01-2023;77606220-0;SERVICIOS ASESORIAS Y SOLUCIONES FINANCIERAS;20;20;$140.420;$0;Completado;CEPILLO LIMPIA LUMEN 18 FR
17442;96955033;12-01-2023;77606220-0;SERVICIOS ASESORIAS Y SOLUCIONES FINANCIERAS;20;20;$140.420;$0;Completado;CEPILLO LIMPIA LUMEN 33 FR
17443;900000003;12-01-2023;92288000-K;Drogueria Hofmann Ltda y Cia en CPA;120;120;$4.212.600;$0;Completado;Paquete Quirurgico para Hemodinamia B
17444;29666904;12-01-2023;84609600-0;MADEGOM S.A.;6000;6000;$4.926.600;$0;Completado;BATA ENFERMO DESECHABLE  AZUL 
17445;90001001;12-01-2023;77437250-4;SERVICIOS DE ADMINISTRACION Y VENTAS WORKFLOW CHIL...;6000;6000;$1.556.520;$0;Completado;BOLSA ROJA 70X90 CM RESIDUO PELIGROSO
17446;72995501;12-01-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;480;480;$913.920;$0;Completado;FRESUBIN 2KCAL DRINK 200ML X4
17447;72706264;12-01-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;615;615;$4.537.470;$0;Completado;FRESUBIN 2 KCAL X 500 CC X 15
17448;84931541;12-01-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;690;690;$2.216.970;$0;Completado;BAJADAS AMIKA C  PUNZON FRESENIUS COMODATO BOMBA I
17449;2220000870;12-01-2023;93366000-1;COMERCIAL IBF LIMITADA;1000;1000;$940.100;$0;Completado;TUBO ASPIRACION 3 MTS ESTERIL
17450;72706261;12-01-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;60;60;$578.340;$0;Completado;SURVIMED 500 ML CAJA DE 15 UNIDADES
17451;2243921315;12-01-2023;96625950-7;TECNIKA S.A.;300;300;$1.285.200;$0;Completado;MEDIA ANTIEMBOLICA XL
17452;2243921306;12-01-2023;81210400-4;Reutter SA;400;390;$1.761.200;$44.030;Abierto;MEDIA ANTIEMBOLICA S
17453;2243921303;12-01-2023;92288000-K;Drogueria Hofmann Ltda y Cia en CPA;350;350;$1.645.175;$0;Completado;MEDIA ANTIEMBOLICA M
17454;10000171;12-01-2023;76299358-9;Servicios Integrados Sidapt Ltda;8000;8000;$4.832.000;$0;Completado;AGUA MINERAL S GAS 1 5LT
17454;10000170;12-01-2023;76299358-9;Servicios Integrados Sidapt Ltda;4000;4000;$1.460.000;$0;Completado;AGUA MINERAL S GAS DE 500 CC
17455;3479696137;12-01-2023;77237150-0;COMERCIAL KENDALL  CHILE  LTDA;24;24;$371.280;$0;Completado;FILTRO ESPIRATORIO PURITAN BENNETT 840
17456;2240000397;12-01-2023;93366000-1;COMERCIAL IBF LIMITADA;15000;15000;$1.588.650;$0;Completado;JERINGA DES. EST. 20 CC EMBUTIDA AG21GX1.5
17457;3459993747;12-01-2023;77237150-0;COMERCIAL KENDALL  CHILE  LTDA;44;44;$1.825.270;$0;Completado;PINZA HOOK LAPAROSCOPIA
17458;100000523;12-01-2023;76489495-2;COMERCIAL MAQUISERVI LIMITADA;20000;20000;$2.832.200;$0;Completado;POCILLO CON TAPA BIODEGRADABLE DESECHABLE 
